paradigm,method,dataset_or_workload,sample_or_seed,repeat,embedding_seconds,baseline_generation_seconds,watermarked_generation_seconds,paired_generation_delta_seconds,extraction_seconds,embedding_reference_tokens,extraction_reference_tokens,embedding_ms_per_1k_tokens,baseline_generation_ms_per_1k_tokens,watermarked_generation_ms_per_1k_tokens,paired_generation_delta_ms_per_1k_tokens,extraction_ms_per_1k_tokens
semantic-preserving,CodeMark,csn_js,test#1767,0,0.012429619208,,,,0.007598709315,145,129,85.721511779,,,,58.904723373
semantic-preserving,CodeMark,csn_js,test#1768,0,0.037074310705,,,,0.022375415079,538,483,68.911358188,,,,46.325911137
semantic-preserving,CodeMark,csn_js,test#1769,0,0.005161182024,,,,0.002926197834,40,41,129.029550590,,,,71.370678886
semantic-preserving,CodeMark,csn_js,test#1770,0,0.005754155107,,,,0.003027789295,46,48,125.090328410,,,,63.078943640
semantic-preserving,CodeMark,csn_js,test#1771,0,0.005456017330,,,,0.003222034313,43,48,126.884123960,,,,67.125714850
semantic-preserving,CodeMark,csn_js,test#1772,0,0.008327604271,,,,0.004956888035,76,80,109.573740414,,,,61.961100437
semantic-preserving,CodeMark,csn_js,test#1773,0,0.013063709252,,,,0.008060859516,171,158,76.395960536,,,,51.018098204
semantic-preserving,CodeMark,csn_js,test#1774,0,0.029702912085,,,,0.020821602084,413,448,71.919883982,,,,46.476790365
semantic-preserving,CodeMark,csn_js,test#1775,0,0.033595942892,,,,0.022441061214,534,574,62.913750734,,,,39.095925459
semantic-preserving,CodeMark,csn_js,test#1776,0,0.006934935227,,,,0.005434872583,80,81,86.686690338,,,,67.097192377
semantic-preserving,CodeMark,csn_js,test#1777,0,0.012599975802,,,,0.008033696562,188,184,67.021147883,,,,43.661394359
semantic-preserving,CodeMark,csn_js,test#1778,0,0.005594612099,,,,0.003781523556,61,64,91.714952446,,,,59.086305555
semantic-preserving,CodeMark,csn_js,test#1779,0,0.020748395473,,,,0.012966219336,305,275,68.027526140,,,,47.149888494
semantic-preserving,CodeMark,csn_js,test#1780,0,0.008272608742,,,,0.005125275813,110,99,75.205534019,,,,51.770462758
semantic-preserving,CodeMark,csn_js,test#1781,0,0.014195725322,,,,0.009246390313,208,191,68.248679432,,,,48.410420486
semantic-preserving,CodeMark,csn_js,test#1782,0,0.010350694880,,,,0.006432771683,148,141,69.937127567,,,,45.622494204
semantic-preserving,CodeMark,csn_js,test#1783,0,0.005439427681,,,,0.003273355775,51,42,106.655444731,,,,77.937042252
semantic-preserving,CodeMark,csn_js,test#1784,0,0.009524417110,,,,0.005632208660,98,79,97.187929692,,,,71.293780509
semantic-preserving,CodeMark,csn_js,test#1785,0,0.006858976558,,,,0.003716077656,65,60,105.522716275,,,,61.934627593
semantic-preserving,CodeMark,csn_js,test#1786,0,0.005707493983,,,,0.003060946241,52,49,109.759499677,,,,62.468290633
semantic-preserving,CodeMark,csn_js,test#1787,0,0.012930215336,,,,0.008050969802,160,144,80.813845852,,,,55.909512513
semantic-preserving,CodeMark,csn_js,test#1788,0,0.013136026450,,,,0.008591274731,183,162,71.781565298,,,,53.032560067
semantic-preserving,CodeMark,csn_js,test#1789,0,0.012621386908,,,,0.008870284073,153,155,82.492724889,,,,57.227639181
semantic-preserving,CodeMark,csn_js,test#1790,0,0.009616679512,,,,0.006013576873,118,111,81.497284000,,,,54.176368222
semantic-preserving,CodeMark,csn_js,test#1791,0,0.012126499787,,,,0.007955958135,146,151,83.058217719,,,,52.688464473
semantic-preserving,CodeMark,csn_js,test#1792,0,0.006094896235,,,,0.003985011019,78,73,78.139695315,,,,54.589192039
semantic-preserving,CodeMark,csn_js,test#1793,0,0.019197005779,,,,0.013805067167,248,257,77.407281365,,,,53.716214656
semantic-preserving,CodeMark,csn_js,test#1794,0,0.023239959031,,,,0.014181184582,279,269,83.297344198,,,,52.718158299
semantic-preserving,CodeMark,csn_js,test#1795,0,0.006021459587,,,,0.003328083083,60,52,100.357659782,,,,64.001597751
semantic-preserving,CodeMark,csn_js,test#1796,0,0.008652854711,,,,0.005142692477,98,95,88.294435825,,,,54.133605016
semantic-preserving,CodeMark,csn_js,test#1797,0,0.010630474426,,,,0.006925974973,129,118,82.406778495,,,,58.694703157
semantic-preserving,CodeMark,csn_js,test#1798,0,0.007852395065,,,,0.004452429712,81,72,96.943148952,,,,61.839301553
semantic-preserving,CodeMark,csn_js,test#1799,0,0.007117698900,,,,0.004269563593,74,63,96.185120276,,,,67.770850682
semantic-preserving,CodeMark,csn_js,test#1800,0,0.004901639186,,,,0.002900678664,46,47,106.557373605,,,,61.716567329
semantic-preserving,CodeMark,csn_js,test#1801,0,0.018815119751,,,,0.011834327132,241,212,78.071036310,,,,55.822297790
semantic-preserving,CodeMark,csn_js,test#1802,0,0.007826005109,,,,0.004826503806,93,88,84.150592566,,,,54.846634157
semantic-preserving,CodeMark,csn_js,test#1803,0,0.005385712720,,,,0.003016863018,41,35,131.358846840,,,,86.196086236
semantic-preserving,CodeMark,csn_js,test#1804,0,0.009209210984,,,,0.006788392551,98,103,93.971540657,,,,65.906723798
semantic-preserving,CodeMark,csn_js,test#1805,0,0.008787586354,,,,0.005874271505,90,96,97.639848375,,,,61.190328173
semantic-preserving,CodeMark,csn_js,test#1806,0,0.021447925828,,,,0.012888168916,282,243,76.056474569,,,,53.037732165
semantic-preserving,CodeMark,csn_js,test#1807,0,0.008119593374,,,,0.005050725304,95,87,85.469403941,,,,58.054313834
semantic-preserving,CodeMark,csn_js,test#1808,0,0.004842748865,,,,0.002504202537,41,39,118.115825987,,,,64.210321468
semantic-preserving,CodeMark,csn_js,test#1809,0,0.006510011852,,,,0.003889694810,66,63,98.636543209,,,,61.741187459
semantic-preserving,CodeMark,csn_js,test#1810,0,0.007429949939,,,,0.004583898000,78,76,95.255768452,,,,60.314447374
semantic-preserving,CodeMark,csn_js,test#1811,0,0.005246829242,,,,0.003388609737,47,54,111.634664713,,,,62.752032170
semantic-preserving,CodeMark,csn_js,test#1812,0,0.005253547803,,,,0.003369623795,47,54,111.777612821,,,,62.400440651
semantic-preserving,CodeMark,csn_js,test#1813,0,0.005627425388,,,,0.003414702602,51,49,110.341674265,,,,69.687808199
semantic-preserving,CodeMark,csn_js,test#1814,0,0.007649113424,,,,0.004625301808,77,81,99.339135378,,,,57.102491458
semantic-preserving,CodeMark,csn_js,test#1815,0,0.006941146217,,,,0.004350025207,66,70,105.168882080,,,,62.143217240
semantic-preserving,CodeMark,csn_js,test#1816,0,0.005609172396,,,,0.003221877851,50,51,112.183447927,,,,63.174075502
semantic-preserving,CodeMark,csn_js,test#1817,0,0.007309117354,,,,0.004755492322,85,84,85.989615935,,,,56.613003835
semantic-preserving,CodeMark,csn_js,test#1818,0,0.005267038010,,,,0.003686168231,47,52,112.064638512,,,,70.887850598
semantic-preserving,CodeMark,csn_js,test#1819,0,0.005573121831,,,,0.003525065258,51,56,109.276898644,,,,62.947593895
semantic-preserving,CodeMark,csn_js,test#1820,0,0.005588268861,,,,0.003312802874,53,52,105.439035117,,,,63.707747568
semantic-preserving,CodeMark,csn_js,test#1821,0,0.016076740809,,,,0.009505642578,187,187,85.971875983,,,,50.832313251
semantic-preserving,CodeMark,csn_js,test#1822,0,0.008148186840,,,,0.005843406543,86,91,94.746358606,,,,64.213258716
semantic-preserving,CodeMark,csn_js,test#1823,0,0.008255220950,,,,0.005325140432,82,96,100.673426215,,,,55.470212828
semantic-preserving,CodeMark,csn_js,test#1824,0,0.006636543199,,,,0.004214474000,59,61,112.483783041,,,,69.089737706
semantic-preserving,CodeMark,csn_js,test#1825,0,0.006100685336,,,,0.003839897923,50,56,122.013706714,,,,68.569605771
semantic-preserving,CodeMark,csn_js,test#1826,0,0.005891837180,,,,0.003576975316,51,53,115.526219209,,,,67.490100298
semantic-preserving,CodeMark,csn_js,test#1827,0,0.006341955625,,,,0.003825307824,55,56,115.308284082,,,,68.309068281
semantic-preserving,CodeMark,csn_js,test#1828,0,0.007927149534,,,,0.004737461917,85,78,93.260582756,,,,60.736691245
semantic-preserving,CodeMark,csn_js,test#1829,0,0.006723943166,,,,0.004995126277,64,79,105.061611976,,,,63.229446547
semantic-preserving,CodeMark,csn_js,test#1830,0,0.005823760293,,,,0.003606587648,53,55,109.882269687,,,,65.574320880
semantic-preserving,CodeMark,csn_js,test#1831,0,0.007768213749,,,,0.004745887592,71,77,109.411461253,,,,61.634903798
semantic-preserving,CodeMark,csn_js,test#1832,0,0.007090281695,,,,0.004291800782,71,62,99.863122467,,,,69.222593259
semantic-preserving,CodeMark,csn_js,test#1833,0,0.007715799846,,,,0.004503678530,77,72,100.205192802,,,,62.551090701
semantic-preserving,CodeMark,csn_js,test#1834,0,0.013022328727,,,,0.007966476493,138,128,94.364700920,,,,62.238097598
semantic-preserving,CodeMark,csn_js,test#1835,0,0.012830747291,,,,0.007415615954,134,129,95.751845459,,,,57.485394988
semantic-preserving,CodeMark,csn_js,test#1836,0,0.006026786752,,,,0.003762442619,55,55,109.577940946,,,,68.408047611
semantic-preserving,CodeMark,csn_js,test#1837,0,0.005873426795,,,,0.003852451220,53,59,110.819373491,,,,65.295783392
semantic-preserving,CodeMark,csn_js,test#1838,0,0.007234634832,,,,0.004517923109,81,83,89.316479402,,,,54.432808545
semantic-preserving,CodeMark,csn_js,test#1839,0,0.004583915696,,,,0.002778803930,41,40,111.802821843,,,,69.470098242
semantic-preserving,CodeMark,csn_js,test#1840,0,0.035388574004,,,,0.023376158439,543,478,65.172327816,,,,48.904097152
semantic-preserving,CodeMark,csn_js,test#1841,0,0.012063336559,,,,0.007275953889,149,135,80.961990326,,,,53.895954733
semantic-preserving,CodeMark,csn_js,test#1842,0,0.005988149904,,,,0.004013467580,67,61,89.375371697,,,,65.794550493
semantic-preserving,CodeMark,csn_js,test#1843,0,0.007513759658,,,,0.005088484846,87,82,86.365053537,,,,62.054693245
semantic-preserving,CodeMark,csn_js,test#1844,0,0.012680929154,,,,0.007549522445,151,138,83.979663273,,,,54.706684381
semantic-preserving,CodeMark,csn_js,test#1845,0,0.006209504791,,,,0.003273680806,50,47,124.190095812,,,,69.652783110
semantic-preserving,CodeMark,csn_js,test#1846,0,0.007983962074,,,,0.004723894410,86,80,92.836768301,,,,59.048680123
semantic-preserving,CodeMark,csn_js,test#1847,0,0.016389417462,,,,0.010346774012,226,208,72.519546292,,,,49.744105826
semantic-preserving,CodeMark,csn_js,test#1848,0,0.005229188129,,,,0.003154424950,54,55,96.836817209,,,,57.353180918
semantic-preserving,CodeMark,csn_js,test#1849,0,0.005587330088,,,,0.003221839666,53,56,105.421322415,,,,57.532851185
semantic-preserving,CodeMark,csn_js,test#1850,0,0.007239629515,,,,0.004739750177,88,86,82.268517210,,,,55.113374147
semantic-preserving,CodeMark,csn_js,test#1851,0,0.019231439568,,,,0.012541108765,267,251,72.027863551,,,,49.964576752
semantic-preserving,CodeMark,csn_js,test#1852,0,0.008632717654,,,,0.006509197876,96,109,89.924142230,,,,59.717411705
semantic-preserving,CodeMark,csn_js,test#1853,0,0.023063695058,,,,0.014963936061,316,312,72.986376767,,,,47.961333528
semantic-preserving,CodeMark,csn_js,test#1854,0,0.005083834752,,,,0.003288573585,51,51,99.683034362,,,,64.481835009
semantic-preserving,CodeMark,csn_js,test#1855,0,0.005125500262,,,,0.003381581977,48,52,106.781255454,,,,65.030422635
semantic-preserving,CodeMark,csn_js,test#1856,0,0.006648364477,,,,0.003932796419,69,66,96.353108360,,,,59.587824525
semantic-preserving,CodeMark,csn_js,test#1857,0,0.008330325596,,,,0.005001792684,113,103,73.719695540,,,,48.561094021
semantic-preserving,CodeMark,csn_js,test#1858,0,0.011924238876,,,,0.007347450592,146,129,81.672869010,,,,56.956981330
semantic-preserving,CodeMark,csn_js,test#1859,0,0.014579999261,,,,0.009997298941,170,159,85.764701533,,,,62.876093969
semantic-preserving,CodeMark,csn_js,test#1860,0,0.004727242514,,,,0.002788925543,38,41,124.401118802,,,,68.022574230
semantic-preserving,CodeMark,csn_js,test#1861,0,0.012003834359,,,,0.008162683807,182,157,65.955133843,,,,51.991616607
semantic-preserving,CodeMark,csn_js,test#1862,0,0.006083466113,,,,0.003854617476,66,57,92.173728979,,,,67.624868008
semantic-preserving,CodeMark,csn_js,test#1863,0,0.004594022408,,,,0.002629615366,42,37,109.381485908,,,,71.070685580
semantic-preserving,CodeMark,csn_js,test#1864,0,0.005230142735,,,,0.003161831759,60,53,87.169045582,,,,59.657202998
semantic-preserving,CodeMark,csn_js,test#1865,0,0.009986897931,,,,0.005966351368,132,123,75.658317655,,,,48.506921687
semantic-preserving,CodeMark,csn_js,test#1866,0,0.004666916095,,,,0.002919780090,41,46,113.827221822,,,,63.473480227
semantic-preserving,CodeMark,csn_js,test#1867,0,0.010260987096,,,,0.006350746378,120,120,85.508225796,,,,52.922886486
semantic-preserving,CodeMark,csn_js,test#1868,0,0.007274190895,,,,0.004696055315,81,73,89.804825867,,,,64.329524869
semantic-preserving,CodeMark,csn_js,test#1869,0,0.004834256135,,,,0.002829928882,42,51,115.101336546,,,,55.488801616
semantic-preserving,CodeMark,csn_js,test#1870,0,0.007082644850,,,,0.004121430218,82,74,86.373717683,,,,55.695002949
semantic-preserving,CodeMark,csn_js,test#1871,0,0.005653006025,,,,0.003217013553,53,56,106.660491031,,,,57.446670585
semantic-preserving,CodeMark,csn_js,test#1872,0,0.004420534708,,,,0.002214721404,37,32,119.473911016,,,,69.210043876
semantic-preserving,CodeMark,csn_js,test#1873,0,0.007169580087,,,,0.004185158759,76,70,94.336580093,,,,59.787982277
semantic-preserving,CodeMark,csn_js,test#1874,0,0.005208776332,,,,0.003518650308,39,55,133.558367498,,,,63.975460150
semantic-preserving,CodeMark,csn_js,test#1875,0,0.028488924727,,,,0.018647277728,403,387,70.692120910,,,,48.184180175
semantic-preserving,CodeMark,csn_js,test#1876,0,0.003981556743,,,,0.002503107302,34,38,117.104610100,,,,65.871244787
semantic-preserving,CodeMark,csn_js,test#1877,0,0.007082355209,,,,0.004147375003,82,73,86.370185472,,,,56.813356199
semantic-preserving,CodeMark,csn_js,test#1878,0,0.007189715281,,,,0.004447791725,80,81,89.871441014,,,,54.911008956
semantic-preserving,CodeMark,csn_js,test#1879,0,0.014708321542,,,,0.008893552236,212,181,69.378875196,,,,49.135647714
semantic-preserving,CodeMark,csn_js,test#1880,0,0.015107745305,,,,0.009659264237,169,152,89.394942631,,,,63.547791031
semantic-preserving,CodeMark,csn_js,test#1881,0,0.492633159272,,,,0.019723652862,422,387,1167.377154674,,,,50.965511271
semantic-preserving,CodeMark,csn_js,test#1882,0,0.009469732642,,,,0.005580322817,109,95,86.878281121,,,,58.740240179
semantic-preserving,CodeMark,csn_js,test#1883,0,0.019099325873,,,,0.011783822440,237,213,80.587872882,,,,55.323110045
semantic-preserving,CodeMark,csn_js,test#1884,0,0.016527933069,,,,0.010362189263,194,186,85.195531281,,,,55.710694963
semantic-preserving,CodeMark,csn_js,test#1885,0,0.010273180902,,,,0.007257621735,109,125,94.249366073,,,,58.060973883
semantic-preserving,CodeMark,csn_js,test#1886,0,0.028243775479,,,,0.017237321474,360,320,78.454931887,,,,53.866629605
semantic-preserving,CodeMark,csn_js,test#1887,0,0.022996827029,,,,0.013649715111,280,245,82.131525102,,,,55.713122901
semantic-preserving,CodeMark,csn_js,test#1888,0,0.005711408332,,,,0.003222715110,44,60,129.804734818,,,,53.711918493
semantic-preserving,CodeMark,csn_js,test#1889,0,0.004100280814,,,,0.002416342497,32,37,128.133775434,,,,65.306553970
semantic-preserving,CodeMark,csn_js,test#1890,0,0.007111501880,,,,0.003993586637,69,67,103.065244638,,,,59.605770703
semantic-preserving,CodeMark,csn_js,test#1891,0,0.005413570441,,,,0.002955492586,52,47,104.107123871,,,,62.882820977
semantic-preserving,CodeMark,csn_js,test#1892,0,0.005452696234,,,,0.003217268735,63,57,86.550733873,,,,56.443311143
semantic-preserving,CodeMark,csn_js,test#1893,0,0.005198560655,,,,0.003196440637,46,46,113.012188155,,,,69.487839937
semantic-preserving,CodeMark,csn_js,test#1894,0,0.014382485300,,,,0.008986753412,186,166,77.325189787,,,,54.137068745
semantic-preserving,CodeMark,csn_js,test#1895,0,0.004909413867,,,,0.002970956266,59,49,83.210404520,,,,60.631760529
semantic-preserving,CodeMark,csn_js,test#1896,0,0.006716628559,,,,0.003988727927,86,74,78.100332081,,,,53.901728746
semantic-preserving,CodeMark,csn_js,test#1897,0,0.015129565261,,,,0.011444709264,209,225,72.390264408,,,,50.865374506
semantic-preserving,CodeMark,csn_js,test#1898,0,0.006707529537,,,,0.004264064133,74,79,90.642291046,,,,53.975495357
semantic-preserving,CodeMark,csn_js,test#1899,0,0.009993797168,,,,0.006083703600,121,116,82.593365026,,,,52.445720689
semantic-preserving,CodeMark,csn_js,test#1900,0,0.021613233723,,,,0.014142563567,369,312,58.572449113,,,,45.328729380
semantic-preserving,CodeMark,csn_js,test#1901,0,0.017270502634,,,,0.011701314710,213,221,81.082171992,,,,52.947125385
semantic-preserving,CodeMark,csn_js,test#1902,0,0.015392270871,,,,0.010027122684,174,184,88.461326842,,,,54.495231977
semantic-preserving,CodeMark,csn_js,test#1903,0,0.011517679319,,,,0.006732319482,133,124,86.599092622,,,,54.292899046
semantic-preserving,CodeMark,csn_js,test#1904,0,0.006022498943,,,,0.003607401624,59,60,102.076253270,,,,60.123360405
semantic-preserving,CodeMark,csn_js,test#1905,0,0.012158855796,,,,0.007429624908,133,127,91.419968390,,,,58.500983525
semantic-preserving,CodeMark,csn_js,test#1906,0,0.007959806360,,,,0.004591579549,82,77,97.070809272,,,,59.630903234
semantic-preserving,CodeMark,csn_js,test#1907,0,0.019595355727,,,,0.013834434561,221,236,88.666767994,,,,58.620485430
semantic-preserving,CodeMark,csn_js,test#1908,0,0.007812296040,,,,0.004834155552,81,80,96.448099264,,,,60.426944401
semantic-preserving,CodeMark,csn_js,test#1909,0,0.019302685745,,,,0.012180329300,228,227,84.660902391,,,,53.657838328
semantic-preserving,CodeMark,csn_js,test#1910,0,0.006615013815,,,,0.004078651778,66,69,100.227482052,,,,59.110895339
semantic-preserving,CodeMark,csn_js,test#1911,0,0.012501694262,,,,0.007774145342,144,135,86.817321264,,,,57.586261796
semantic-preserving,CodeMark,csn_js,test#1912,0,0.006130191498,,,,0.003733042628,56,60,109.467705313,,,,62.217377126
semantic-preserving,CodeMark,csn_js,test#1913,0,0.005203422159,,,,0.003009328619,42,42,123.891003785,,,,71.650681396
semantic-preserving,CodeMark,csn_js,test#1914,0,0.005157031119,,,,0.003018309362,43,40,119.930956253,,,,75.457734056
semantic-preserving,CodeMark,csn_js,test#1915,0,0.008416953497,,,,0.004693809897,88,76,95.647198825,,,,61.760656536
semantic-preserving,CodeMark,csn_js,test#1916,0,0.005168681033,,,,0.002878387459,51,45,101.346686921,,,,63.964165747
semantic-preserving,CodeMark,csn_js,test#1917,0,0.006005427800,,,,0.003725386225,106,105,56.654979246,,,,35.479868807
semantic-preserving,CodeMark,csn_js,test#1918,0,0.007705071941,,,,0.004967014305,91,80,84.671120231,,,,62.087678816
semantic-preserving,CodeMark,csn_js,test#1919,0,0.033786377870,,,,0.020819429308,509,451,66.377952592,,,,46.162814431
semantic-preserving,CodeMark,csn_js,test#1920,0,0.016972819343,,,,0.010281991214,252,223,67.352457711,,,,46.107583917
semantic-preserving,CodeMark,csn_js,test#1921,0,0.007916739210,,,,0.004742517136,90,85,87.963769005,,,,55.794319247
semantic-preserving,CodeMark,csn_js,test#1922,0,0.007332025096,,,,0.004931529984,88,92,83.318466998,,,,53.603586781
semantic-preserving,CodeMark,csn_js,test#1923,0,0.010661987588,,,,0.008305040188,145,151,73.530948881,,,,55.000266147
semantic-preserving,CodeMark,csn_js,test#1924,0,0.016600561328,,,,0.011308171786,245,234,67.757393176,,,,48.325520455
semantic-preserving,CodeMark,csn_js,test#1925,0,0.009537206031,,,,0.006580877118,132,130,72.251560844,,,,50.622131675
semantic-preserving,CodeMark,csn_js,test#1926,0,0.005669072270,,,,0.003415105864,59,61,96.085970685,,,,55.985342039
